seed,a,b,N,R,P,U
202601,0.18759033539822112,3.552289825696953,10.0,0.7294524200724931,0.12364032773915473,0.8082166028070914
202601,0.201098377808672,3.549011447947469,10.0,0.7275179155149222,0.1273805107685605,0.8070290931378635
202601,0.20300177803617384,3.3478312097921226,10.0,0.7238920649118237,0.13521271408128815,0.809191082126567
202601,0.18127793220527633,3.523854834312477,10.0,0.7298840359884614,0.12307455145003009,0.8090280351293457
202601,0.2071420148867759,3.241104093124341,10.0,0.7222166773145885,0.14098543898840762,0.8121163402956924
202601,0.2008318107132663,3.5618268851389407,10.0,0.7277984360601176,0.12688822011715,0.8070447668541113
202601,0.23476868899089268,3.1310023169631567,10.0,0.7203453798807101,0.15646284208797595,0.8158452700676717
202601,0.22331627291720296,3.40218721649945,10.0,0.7231337317428003,0.13998488038743256,0.8073456309465608
202601,0.21144389477241188,3.1594223764920244,10.0,0.7212415749072089,0.14616011565964407,0.81537621716589
202601,0.23465348584683068,3.165705996903049,10.0,0.7204908444637018,0.15471909212972917,0.8141971032453372
202601,0.2136460738250485,3.6034536515426367,10.0,0.7272342886758429,0.12960979703559833,0.8066582733296441
202601,0.21383870192951795,3.542188491611452,10.0,0.7260710220056281,0.13162586239639604,0.8064862120274832
202601,0.23205104371111332,3.176473995651239,10.0,0.7205460442598802,0.15308990000037498,0.8136657151938644
202602,0.22303855745950102,4.5,2.0,0.7599344184724139,0.0760753477713412,0.7790228739408064
202602,0.2286304542069804,4.5,2.0,0.7601832671490939,0.07603979170645053,0.7791561702390412
202602,0.20851552692518227,4.5,2.0,0.7596784378249662,0.07646263996887795,0.7798418853485982
202602,0.2169310406227755,4.49426346573607,2.0,0.7598835833429479,0.07629250188833327,0.7794013018186886
202602,0.1,4.5,4.0,0.7544370512906237,0.0803730898653527,0.8016311570728486
202602,0.2249833657753134,4.5,4.0,0.741104016901111,0.0852357210689896,0.7717866270635372
202602,0.24129118929659726,3.0,4.0,0.7305861459922208,0.13347829353001894,0.7871562363893201
